,FLWS,SRCE,FOXA,FOX,TWOU,DDD,MMM,SIXD,EGHT,AVHI,ATEN,AAC,AAON,AIR,AAN,ABAX,ABT,ABBV,ABY,ABEO,ANF,ABMD,ABM,AXAS,ACTG,ACHC,ACAD,AKR,AXDX,XLRN,ACN,ANCX,ACCO,ARAY,ACW,ACE,ACET,ACHN,ACIW,ACOR,ATVI,ACTA,ATU,AYI,ACXM,ADMS,AE,ADUS,ADPT
20131115,5.09,30.194986,33.609866,33.267704,NA,80.169998,123.7277,5.184449,9.48,19.450001,NA,NA,18.230913,28.956367,30.046355,34.845125,36.443581,45.432045,NA,15,32.727265,27.57,26.85341,3.57,13.898786,43.700001,22.83,24.424995,12.51,19.709999,75.255966,12.845859,6.01,8.33,3.37,95.6893,18.711956,2.73,20.83,33.919998,17.373406,16.76,38.556374,104.452731,33.639999,NA,53.845397,25.67,NA
20131118,4.95,30.41462,33.177334,32.845101,NA,80.599998,123.994497,5.184449,9.24,19.370001,NA,NA,18.020978,28.751002,29.797791,34.973523,36.338224,45.835344,NA,16,32.963734,26.99,26.728956,3.43,14.138102,43.57,21.030001,24.517866,12.6,19.469999,75.738252,12.660963,5.99,8.2,3.34,95.42754,18.99562,2.58,20.91667,33.009998,17.177319,16.93,38.496583,103.837191,33.57,NA,51.937221,24.790001,NA
20131119,4.94,30.82524,32.695646,32.393015,NA,75.510002,123.918267,5.184449,9.11,18.709999,NA,NA,18.034105,28.643431,29.628768,34.874758,37.075716,45.450804,NA,15,33.275874,27.26,26.34602,3.36,14.064466,44,20.68,24.350699,12.39,19.77,75.690028,12.555308,5.99,8.2,3.34,95.543882,18.73152,2.55,21.030001,33.27,16.55964,17.040001,38.227515,101.90123,32.990002,NA,52.46996,25.129999,NA
20131120,4.82,30.605605,32.558022,32.255424,NA,69.57,123.693236,5.184449,8.99,18.83,NA,NA,18.545805,29.083496,29.549228,35.052539,36.568093,44.972475,NA,15,33.096159,27.27,26.317299,3.45,13.512197,44.970001,21.129999,24.276402,12.49,19.76,75.391013,12.652158,5.93,8.12,3.31,94.86523,18.868462,2.66,20.91333,33.09,16.863578,16.99,37.978379,99.359658,32.970001,NA,52.382788,25.940001,NA
20131121,4.88,30.682002,32.695646,32.324219,NA,72.190002,124.813555,5.184449,9.37,19.459999,NA,NA,19.031259,30.061422,29.380205,35.062414,36.462737,45.553974,NA,15,33.077241,28.370001,26.556635,3.59,13.760718,45.799999,22.469999,24.37856,12.49,20.52,75.651444,12.810641,6.08,8.29,3.32,98.432977,19.445567,2.92,21.216669,33.23,17.010644,17.08,38.3471,100.878645,33.299999,NA,52.605569,26.459999,NA
20131122,4.79,30.605605,32.833274,32.393015,NA,73.300003,125.455096,5.184449,9.48,18.98,NA,NA,19.234631,30.423255,28.843309,35.388348,36.635138,45.900997,NA,15,32.301624,28.77,26.690662,3.57,13.760718,44.84,22.34,24.202106,12.51,21.07,75.082342,12.9251,6.08,8.25,3.38,99.460641,19.924861,3.07,21.209999,34.220001,16.873381,16.969999,38.436789,100.918358,33.560001,NA,53.419207,26.57,NA
20131125,4.62,30.596058,32.636667,32.157145,NA,72.080002,125.656168,5.184449,10.14,19.360001,NA,NA,19.05094,30.462371,28.932792,35.34884,36.539361,45.403909,NA,15,32.225952,28.23,26.73853,3.57,13.549015,45.23,21.92,24.183533,12.28,21.24,74.474664,13.127605,6.03,8.11,3.45,99.334609,20.267211,3.15,21.26,34.990002,17.06947,16.959999,38.74572,100.570878,33.240002,NA,53.758222,27.139999,NA
20131126,4.67,30.443267,32.636667,32.098176,NA,73.339996,126.53709,5.184449,10.28,19.65,NA,NA,19.916891,30.491709,28.992446,35.496989,36.462737,45.58211,NA,15,31.989484,28.209999,26.728956,3.69,13.7239,46.639999,22.950001,24.109235,12.38,21.450001,74.628999,13.356523,5.99,8.12,3.45,99.489732,20.511748,3.16,21.32667,34.52,16.765534,16.91,38.954994,101.782091,33.509998,NA,54.126297,28.200001,NA
20131127,4.99,30.433719,32.931576,32.304563,NA,74.809998,127.829757,5.184449,10.43,19.9,NA,NA,20.127519,30.609059,28.575552,35.793294,36.702182,45.253845,NA,14.5,32.703109,28.549999,26.757677,3.61,13.733105,47.029999,23.190001,24.313551,13.2,21.68,74.860495,13.823165,6.04,8.2,3.51,100.003564,21.020385,3.19,21.566669,34.919998,16.755729,16.9,38.954994,102.556483,33.34,NA,55.828075,29.370001,NA
20131128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20131129,5.09,30.510113,32.921747,32.46181,NA,75.160004,127.839327,5.184449,10.42,20.17,NA,NA,20.25257,30.530825,28.495955,35.536497,36.577669,45.441426,NA,15,32.617474,28.59,26.623648,3.6,13.696287,46.200001,23.290001,24.118522,13.54,21.77,74.725455,13.875993,6.02,7.98,3.51,99.644848,21.059511,3.46,21.51,34.810001,16.873381,17.190001,38.94503,101.792021,33.279999,NA,55.643312,29,NA
20131202,5.08,29.889406,32.961065,32.412671,NA,76.889999,122.256954,5.184449,9.87,19.4,NA,NA,19.344265,29.504005,28.107917,35.309333,36.529781,45.385151,NA,15,32.370085,28.059999,26.566208,3.67,13.549015,48.459999,25,23.802761,13.76,22.09,73.625843,13.435765,5.94,7.69,3.38,98.685048,21.098636,3.45,21.22333,33.59,16.991035,16.67,38.506547,101.613316,32.849998,NA,55.575241,28.15,NA
20131203,5.12,29.736616,32.656328,32.186628,NA,78.019997,121.222824,5.184449,9.35,19.08,NA,NA,19.159977,29.885395,28.406407,35.378469,36.012578,46.86704,NA,13.5,34.244544,28.07,26.317299,3.58,12.73902,47.82,23.879999,23.858485,13.37,23.280001,74.358913,13.303696,6.03,7.71,3.39,98.306945,20.580219,3.26,21.33667,33.709999,16.785143,16.709999,38.257411,100.054617,33.23,NA,55.283504,28.450001,NA
20131204,5.15,29.69842,32.351587,31.773855,NA,77.639999,121.088771,5.184449,9.43,19.18,NA,NA,19.429833,29.631134,28.575552,35.299458,35.782713,46.585666,NA,13.5,33.959091,27.440001,26.221565,3.71,12.103909,47.060001,24.290001,23.858485,12.81,24.08,73.375052,13.215651,5.99,7.74,3.43,97.967623,22.203944,3.42,21.376671,32.07,16.9126,16.809999,37.500037,99.925555,33.549999,NA,55.409923,27.309999,NA
20131205,4.96,29.727067,32.184473,31.410217,NA,75.849998,121.443058,4.838821,9.5,18.940001,NA,NA,19.627289,29.406212,28.774547,35.645142,35.361287,46.670078,NA,13.5,33.654611,27.709999,26.422607,3.67,12.315613,46.389999,24.48,23.83991,12.6,24.110001,73.104972,13.52381,5.95,7.86,3.51,97.0369,21.695307,3.37,21.42333,31.58,16.451793,17.18,37.659484,100.580801,33.950001,NA,54.991771,26.66,NA
20131206,5.08,30.40507,32.577683,31.606777,NA,75.379997,123.147454,4.147565,9.54,19.190001,NA,NA,20.245994,29.680031,28.774547,36.020459,35.945534,48.161344,NA,13,33.17886,27.68,26.623648,3.53,12.619361,45.810001,24.389999,24.174245,12.83,25.99,72.854181,14.025671,6.08,7.97,3.56,98.840164,21.793122,3.36,21.49,31.58,16.863578,17.719999,38.396927,101.732455,36.240002,NA,56.051737,27.379999,NA
20131209,4.91,30.557859,32.538361,31.537982,NA,75.949997,123.109159,3.871059,9.37,19.129999,NA,NA,19.962967,29.787602,28.824295,36.415526,35.629468,48.030039,NA,14.5,32.446203,27.879999,26.566208,3.52,11.984251,45.709999,23.48,24.239255,13.7,27.24,72.468351,14.333831,6.2,7.93,3.55,98.500842,22.213724,3.37,21.136669,31.440001,16.961621,18.059999,38.506547,102.228856,36.450001,NA,57.636823,28.040001,NA
20131210,5,30.242732,32.597345,31.754198,NA,80.480003,122.132478,3.871059,9.22,19.15,NA,NA,19.706272,29.347537,28.704899,35.457485,35.543267,48.902289,NA,14,31.970453,27.4,25.647162,3.32,11.873797,45.68,23.6,24.174245,13.66,29.92,72.738437,13.946429,6.12,8.02,3.47,98.161519,21.959407,3.24,20.99333,30.950001,16.98123,17.639999,38.416858,100.94814,36.349998,NA,57.986904,28.51,NA
20131211,4.97,29.669771,32.135318,31.194002,NA,77.360001,121.385602,3.871059,9.04,18.129999,NA,NA,19.179723,28.662988,28.406407,34.934016,35.035644,49.399377,NA,13,31.656459,26.6,25.896069,3.07,11.671298,44.689999,22.290001,23.496288,13.86,28.07,71.764217,13.999256,6.01,7.86,3.42,96.852701,21.489895,3.02,20.6,29.65,16.677294,17.700001,37.779069,99.171023,36,NA,57.918833,27.4,NA
20131212,4.93,30.319126,32.105828,31.10555,NA,80.360001,121.203677,3.871059,9.01,18.360001,NA,NA,19.23896,28.643431,28.436257,34.746359,34.757887,49.136765,NA,14.5,30.971377,26.6,26.556635,3.31,11.662094,45.450001,22.76,23.468428,13.81,29.219999,71.455554,14.054517,6.16,7.86,3.49,96.532765,21.548744,3.13,20.51333,29.9,16.33414,17.66,38.078032,100.481522,35.799999,NA,58.774582,27.389999,NA
20131213,4.89,30.185436,32.371248,31.528155,NA,80.970001,121.060046,4.838821,9.02,18.07,NA,NA,19.870825,28.721665,28.535754,35.556251,34.863243,49.118007,NA,13.5,30.371931,26.700001,26.40346,3.26,11.71732,46.099998,23.030001,23.533437,13.85,29.190001,71.320514,14.165037,6.21,8.04,3.54,96.232224,21.774336,3.13,20.52,29.77,16.441989,17.83,38.048137,100.382243,36.150002,NA,58.83293,27.440001,NA
20131216,4.91,30.758394,32.282775,31.459356,NA,81.290001,122.237807,4.838821,8.95,17.860001,NA,NA,20.14068,29.337757,28.595452,36.020459,34.987752,50.05591,NA,14,30.343386,26.639999,26.642795,3.27,11.938229,46.130001,23.33,23.505575,14.3,28.719999,71.976424,14.100567,6.42,8.17,3.48,96.174049,21.489895,3.14,20.950001,30,16.412575,17.76,38.177689,102.884102,37.349998,NA,59.591436,24.1,NA
20131217,5.14,30.557859,32.302436,31.400391,NA,81.379997,125.809376,4.838821,9.35,17.459999,NA,NA,19.554892,29.396432,28.804397,36.543925,35.064377,50.299767,NA,13.5,30.18163,26.42,26.231139,3.15,12.113114,46.48,23,23.533437,14.22,27.620001,71.378386,14.128197,6.42,8.41,3.59,95.786256,22.098008,3.02,20.956671,29.530001,16.726315,17.690001,38.107931,103.847121,37.389999,NA,59.017694,23.18,NA
20131218,5.1,31.417301,32.892253,32.029381,NA,81.989998,130.03207,4.838821,9.87,17.98,NA,NA,20.009045,29.885395,28.645202,36.790843,36.510625,50.946919,NA,13.5,30.276781,27.299999,26.422607,3.21,12.462885,47.389999,23.42,23.914207,14.02,27.209999,72.940997,14.358448,6.52,8.41,3.64,96.98843,22.107817,3.15,21.030001,29.690001,16.843969,17.83,38.317205,106.160353,38.450001,NA,59.902619,23.58,NA
20131219,5.1,30.949382,33.393602,32.648544,NA,83.190002,130.616162,4.838821,9.64,18,NA,NA,19.857655,29.719147,28.376559,36.800718,36.424425,49.361863,NA,13.5,30.638353,26.379999,26.326873,3.18,12.343226,46.639999,23.35,23.468428,13.47,28.74,76.693184,14.100567,6.14,8.37,3.62,97.298668,22.215706,3.13,20.99333,28.93,17.31458,18.07,36.025149,105.15762,38.029999,NA,60.311047,22.790001,NA
20131220,5.44,30.662903,33.718001,33.002352,NA,86.419998,130.912992,3.732806,9.95,17.360001,NA,NA,20.871273,28.574975,28.784497,37.521723,36.242447,49.324346,NA,12.5,31.313918,27.02,26.862983,3.33,12.527316,47.16,24.16,23.431279,13.74,30,77.696341,14.238717,6.12,8.53,3.67,98.103352,21.9705,3.13,21.50333,29.83,17.520474,18.52,36.19456,106.72625,38.299999,NA,60.437466,23.65,NA
20131223,5.39,30.567407,34.003081,33.3365,NA,90.940002,130.989596,3.732806,10.14,18.09,NA,NA,21.536044,28.350053,29.192435,37.877283,36.817115,49.314969,NA,13,31.69452,27.469999,27.083173,3.31,12.98754,47.84,25.92,23.431279,13.81,32.970001,78.660914,14.238717,6.37,8.67,3.79,98.646268,23.206341,3.46,21.533331,30,17.794996,18.35,36.423765,107.619773,37.009998,NA,64.832915,23.91,NA
20131224,5.44,30.586506,34.199688,33.552716,NA,86.07,131.171529,3.732806,10.34,17.6,NA,NA,21.081892,28.144689,29.33173,37.995806,36.577669,49.108629,NA,12,31.808699,27.120001,27.360801,3.51,13.364925,47.5,26.309999,23.431279,13.78,32.75,78.429411,15.141301,6.32,8.73,3.88,98.956506,22.774777,3.39,21.41333,29.48,17.814605,18.200001,36.553317,108.850846,36.830002,NA,66.593046,24.530001,NA
20131226,5.48,30.40507,34.386463,33.808246,NA,92.059998,132.416301,3.732806,10.46,17.99,NA,NA,21.509724,28.262039,29.272032,38.440256,36.730914,49.699509,NA,11.5,31.960939,26.950001,27.27464,3.45,13.291289,47.939999,25.440001,23.514863,13.93,35.139999,79.239656,14.94789,6.39,8.57,3.84,99.557597,22.951326,3.39,21.353331,30.139999,17.726365,18.1,36.603144,109.267821,36.77,NA,66.593046,24.07,NA
20131227,5.4,30.605605,34.366802,33.778759,NA,90.790001,133.431291,3.732806,10.34,17.879999,NA,NA,21.549214,28.007778,29.232232,39.121753,36.75007,49.286829,NA,13,31.761125,27.040001,27.437388,3.39,13.162426,47.34,25.299999,23.477373,13.9,35.25,79.586903,14.395288,6.4,8.67,3.78,99.489732,23.225958,3.38,21.47333,29.450001,17.47145,17.85,36.453664,109.39689,36.77,NA,66.612491,24.15,NA
20131230,5.39,30.194986,34.425785,33.847555,NA,91.949997,133.49831,3.732806,10.29,17.959999,NA,NA,21.397824,27.782856,29.192435,39.645219,36.788382,49.718264,NA,12.5,31.580337,27.459999,27.730965,3.29,13.401743,47.759998,25.379999,23.477373,13.51,35.259998,79.152841,14.340027,6.61,8.66,3.79,99.780577,23.902728,3.26,21.52,28.889999,17.451841,17.84,36.354007,108.920342,36.75,NA,65.542803,23.85,NA
20131231,5.41,30.500564,34.573237,34.004802,NA,92.93,134.293059,3.732806,10.15,18.17,NA,NA,21.029239,27.391686,29.252132,39.516821,36.711762,49.530686,NA,12.5,31.313918,26.74,27.519205,3.26,13.383334,47.330002,24.99,23.271185,12.2,39.599998,79.307176,13.769005,6.72,8.7,3.73,100.37197,24.530456,3.32,21.66667,29.200001,17.481255,18.629999,36.513455,108.53315,36.98,NA,66.612491,22.450001,NA
20140102,5.29,29.564728,35.025435,34.437236,NA,94.190002,132.263108,3.732806,9.97,18.370001,NA,NA,20.858114,26.756035,29.301882,39.566207,36.615982,48.752225,NA,12.5,30.457565,26.85,27.182314,3.28,13.190039,47.049999,25.15,23.224325,11.29,38.110001,78.255788,13.612434,6.69,8.38,3.69,98.59779,23.167109,3.3,21,28.959999,17.716561,18.389999,36.114838,106.875171,36.580002,NA,65.542803,22.559999,NA
20140103,5.22,29.69842,34.602731,34.063772,NA,96.419998,132.569509,3.732806,10.09,18.27,NA,NA,20.851528,26.28663,29.401378,39.536575,37.008672,49.052354,NA,13,31.199739,27.059999,27.365198,3.24,13.328107,47.77,25.26,23.393023,11.59,39.009998,78.516226,13.621645,6.58,8.56,3.83,98.345726,22.980751,3.47,21.446671,29.23,17.932259,17.92,36.124802,107.371573,36.25,NA,66.301309,23.059999,NA
20140106,5.3,29.545631,34.209517,33.680481,NA,92.489998,131.784345,3.732806,10.15,18.42,NA,NA,20.51585,26.188839,29.272032,40.58351,37.497142,47.260958,NA,13.5,31.009438,27.299999,27.268943,3.18,13.254471,48.380001,24.700001,23.627328,12.28,40.939999,77.686693,13.594015,6.43,8.4,4.03,98.006396,22.921902,3.38,21.053329,27.950001,17.726365,17.6,35.44715,105.51503,35.959999,NA,66.670836,23.6,NA
20140107,5.31,30.089942,34.376634,33.778759,NA,92.800003,131.803485,3.732806,10.45,18.049999,NA,NA,20.812036,25.924798,28.913842,41.936622,37.209805,47.35475,NA,15.5,31.399553,27.620001,27.384449,3.21,13.254471,48.48,23.610001,23.599213,12.82,41.669998,78.63197,13.667695,6.52,8.6,4.16,97.21141,22.941517,3.31,21.433331,27.879999,17.961671,17.66,35.875666,108.652289,36.369999,NA,67.32238,23.889999,NA
20140108,5.22,30.433719,33.806474,33.218565,NA,96.18,130.826818,3.732806,11.11,17.860001,NA,NA,20.90418,26.139941,29.31183,41.660074,37.545031,47.232822,NA,15,31.323431,28.23,27.220816,3.13,13.00595,49.32,23.91,23.430513,12.71,41.259998,79.239656,13.630855,6.45,8.8,4.23,96.009236,22.941517,3.75,21.049999,28.32,17.98128,18.219999,35.875666,109.238038,36.240002,NA,66.320755,25.389999,NA
20140109,5.2,30.557859,32.931576,32.029381,NA,96.040001,130.654456,3.732806,10.82,17.799999,NA,NA,20.779131,26.081266,28.704899,41.610692,37.612075,48.03942,NA,15,31.599368,29.549999,27.384449,3.18,12.692997,49.459999,23.780001,23.524235,13,48.990002,80.01131,13.584805,6.43,8.82,4.2,95.883204,22.931709,3.66,21.036671,28.68,17.942061,18.01,35.965355,122.611087,36.25,NA,66.320755,25.42,NA
20140110,5.16,30.328676,32.892253,32.27508,NA,94.449997,130.39592,3.732806,10.99,18.65,NA,NA,20.680401,26.296409,28.824295,42.874913,37.899409,47.739291,NA,14,35.386343,30.030001,27.326695,3.15,12.913905,52.549999,24.129999,23.608585,13.21,47.150002,80.252453,13.649275,6.44,8.83,4.21,95.660217,22.941517,3.82,21.123329,29.1,17.82441,17.68,35.925492,131.70516,36.189999,NA,66.126269,25.57,NA
20140113,5.03,30.557859,31.801087,31.380734,NA,91.580002,128.959631,3.732806,10.79,18.469999,NA,NA,20.357884,26.247514,26.864204,42.292185,37.668255,47.105919,NA,14,34.387268,29.25,26.78767,3.04,12.886291,51.68,23.32,23.355535,13.23,46.310001,78.188268,13.483494,6.27,8.57,3.9,94.567403,22.313789,3.65,20.82667,29.77,17.520474,17.4,35.586666,128.855807,35.490002,NA,66.661117,24.360001,NA
20140114,5.11,30.54831,31.751936,31.282454,NA,91.209999,131.573688,4.700568,11.13,18.73,NA,NA,20.706722,26.697358,26.625411,42.697131,38.111297,47.833821,NA,15,34.215997,29.549999,26.855048,3.11,12.950722,52.209999,24.309999,23.524235,13.71,48.52,79.046737,14.118987,6.78,9.23,3.89,95.328469,22.794394,3.69,21.209999,30.35,17.147905,17.629999,36.752627,129.15365,35.73,NA,66.700008,25.26,NA
20140115,5.03,30.529211,32.056678,31.429873,NA,89.760002,132.559939,4.700568,11.18,18.73,NA,NA,21.325426,26.81471,26.555763,43.753942,38.07277,47.370611,NA,14.5,34.158909,28.42,26.749169,3.11,12.886291,52.700001,23.99,23.514863,13.69,48.73,81.236321,14.192667,6.88,9.06,4.14,95.61143,23.019983,3.73,21.280001,30.219999,17.049861,17.85,36.902107,132.489467,35.529999,NA,66.524975,25.889999,NA
20140116,5.07,30.137688,31.919054,31.272626,NA,92.169998,132.291832,4.700568,11.14,18.99,NA,NA,21.404409,26.902724,26.466216,44.030493,38.082404,47.73929,NA,14.5,33.816368,27.99,26.729918,3.16,12.812655,52.639999,24.26,23.514863,13.59,47.419998,81.139866,14.091357,6.7,9.08,4.17,94.938184,23.118066,3.98,21.24667,30.67,16.991035,18.42,36.792486,132.529224,35.209999,NA,66.126269,25.139999,NA
20140117,5.11,30.491014,31.49635,30.918818,NA,90.529999,131.477929,4.700568,11.28,18.629999,NA,NA,21.345173,26.990737,26.714958,44.030493,37.947565,47.323345,NA,15.5,33.692672,27.76,26.758793,3.27,12.904701,53.009998,24.040001,23.411768,13.42,49.139999,81.438881,13.980836,6.66,8.97,4.15,94.743034,22.735545,4.12,21.17333,30.5,16.628271,18.27,36.862248,131.078312,34.740002,NA,65.659492,24.76,NA
20140120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140121,5.08,30.529211,31.378385,30.702603,NA,85.629997,131.171529,3.871059,11.3,18.549999,NA,NA,22.003368,28.007778,26.884103,44.455189,37.677885,47.266623,NA,17.5,33.492857,27.690001,26.922426,3.25,13.355721,52.990002,23.92,23.486746,13.48,51.66,81.921167,14.275557,6.82,9.05,4.19,94.030758,22.676696,4.2,21.23333,31.59,16.461598,18.25,36.652971,129.915603,34.880001,NA,66.612491,25.1,NA
20140122,5.07,30.911184,31.525839,30.82054,NA,88.260002,130.683181,3.871059,11.47,19.059999,NA,NA,22.529917,28.115351,27.192544,43.586039,36.666592,46.396919,NA,18.5,33.645097,27.57,27.153437,3.26,13.576628,53.549999,24.309999,23.824146,13.42,56.700001,82.374518,14.708429,6.77,9.01,4.21,93.679496,22.892477,4.08,21.446671,31.41,16.412575,18.34,36.762591,130.541683,34.990002,NA,66.349935,25.190001,NA
20140123,5.03,30.061294,31.201439,30.496216,NA,85.300003,128.98837,4.147565,11.03,19.110001,NA,NA,21.944129,27.753518,27.202494,42.865037,36.050186,46.198397,NA,19,33.626067,27.25,27.037932,3.2,13.410947,53.130001,24.23,23.67419,13.62,51.009998,80.946947,15.08604,6.57,8.99,4.19,91.893915,22.343215,3.94,21.113331,31.4,16.343944,18.24,36.39387,129.150411,34.689999,NA,65.542803,24.84,NA
20140124,4.92,29.631575,30.739414,30.162065,NA,79.870003,124.689072,4.147565,10.84,18.299999,NA,NA,21.259604,26.52297,27.013449,41.97613,35.231522,45.177439,NA,19,33.197891,26.42,26.373774,3.17,12.978337,52.259998,23.110001,23.280558,13.19,49.029999,78.304019,14.533438,6.36,9.02,3.86,89.952222,21.06814,3.67,20.293329,30.75,16.343944,18.25,35.038567,123.784041,33.290001,NA,63.782673,24.799999,NA
20140127,4.7,29.316447,30.523146,30.024472,NA,75.900002,123.482594,4.147565,10.4,18.290001,NA,NA,20.844943,26.46414,27.073146,40.524248,34.961841,44.269921,NA,19,32.931471,26.549999,25.969505,3.12,12.72061,52.59,22.450001,23.186835,13.07,46.080002,78.275083,15.187351,5.84,9.23,3.78,90.791347,20.783701,3.44,20.023331,29.82,16.343944,18.85,34.281193,124.589,32.139999,NA,63.267278,23.549999,NA
20140128,5.01,29.421489,30.739414,30.142409,NA,77.870003,124.296482,4.631447,10.31,18.549999,NA,NA,21.391248,26.532776,26.734858,40.563756,35.02926,45.082904,NA,19,34.510964,26.559999,26.085011,3.19,12.748224,51.439999,23.66,23.186835,13.35,47.389999,78.419771,15.288662,5.92,9.17,3.91,92.274448,21.784142,3.46,20.40667,30.85,16.363553,19.5,34.420709,126.616293,32.91,NA,63.21866,23.870001,NA
20140129,4.76,28.667092,30.208576,29.690321,NA,78.199997,124.717796,4.631447,9.94,18.09,NA,NA,20.318392,26.013103,26.685109,39.319289,34.528429,45.007279,NA,19,33.664128,26.209999,25.767371,3.19,12.702202,50.990002,23.219999,23.102485,13.77,49.639999,77.474486,15.251821,5.85,8.92,3.82,91.747555,21.146606,3.34,20.126671,30.1,16.57925,19.540001,34.071916,126.665977,32.150002,NA,64.900986,23.450001,NA
20140130,5.11,28.924925,31.476689,30.771399,NA,79.550003,122.611241,4.631447,10.1,18.870001,NA,NA,20.344723,26.228816,26.605511,37.571106,35.183362,45.669013,NA,18,34.196966,26.93,26.027259,3.27,12.923109,50.630001,23.809999,23.439885,13.93,49.650002,77.860317,15.187351,5.89,9.24,3.89,92.830612,21.254497,3.39,20.476669,29.98,16.922404,19.49,34.600088,126.248595,36.5,NA,65.212168,23.370001,NA
20140131,5.04,28.300714,31.280081,30.702603,NA,77.730003,122.745294,3.940181,10.14,18.719999,NA,NA,19.521977,26.130764,26.754756,37.699501,35.308571,46.538717,NA,18,33.664128,27.49,25.66149,3.17,12.72061,51.040001,23.299999,23.852263,13.79,46.349998,77.050072,15.122881,5.81,10.65,3.81,91.532894,20.911208,3.31,20.203329,29.35,16.794946,18.99,34.101815,126.248595,35.959999,NA,64.687047,23.639999,NA
