,FLWS,SRCE,FOXA,FOX,TWOU,DDD,MMM,SIXD,EGHT,AVHI,ATEN,AAC,AAON,AIR,AAN,ABAX,ABT,ABBV,ABY,ABEO,ANF,ABMD,ABM,AXAS,ACTG,ACHC,ACAD,AKR,AXDX,XLRN,ACN,ANCX,ACCO,ARAY,ACW,ACE,ACET,ACHN,ACIW,ACOR,ATVI,ACTA,ATU,AYI,ACXM,ADMS,AE,ADUS,ADPT
20140320,5.68,31.066443,32.313416,31.371297,NA,60.48,127.638381,6.912599,11.26,18.290001,NA,NA,19.159977,30.31757,30.546524,39.013109,37.437101,50.745447,NA,24.999999,37.719325,26.200001,27.70209,3.89,14.455843,47.669998,27.85,24.386478,18.1,38.919998,80.117413,15.886285,6.06,9.8,4.81,96.021241,19.687058,3.51,20.309999,39.41,20.708036,21.75,33.832747,140.678138,36.869999,NA,63.767732,23.530001,NA
20140321,5.69,30.855174,32.293682,31.400893,NA,56.810001,128.303418,7.603865,11.08,18.34,16.209999,NA,18.923028,27.895695,31.362956,38.055064,36.974796,50.537473,NA,29.499999,37.901038,26.84,27.82722,4.07,14.984715,47.279999,26.01,24.648899,17.379999,39.009998,79.895566,15.867738,6.2,9.56,4.55,96.850607,19.677219,3.38,20.129999,38.389999,20.569455,21.639999,33.852678,138.621041,36.259998,NA,63.484839,22.860001,NA
20140324,5.4,30.730331,31.839815,31.055611,NA,57.98,127.628748,8.225999,10.98,18.190001,15.25,NA,18.923028,28.160433,31.024435,37.373571,37.013322,48.552276,NA,27.999999,37.633252,27.4,27.538457,3.99,14.029033,46.240002,24.24,24.517688,17.120001,38.549999,79.094969,15.645163,6.29,9.14,4.46,96.665217,19.342707,3.61,20.049999,37.799999,20.282392,21.309999,33.294611,138.531591,35.66,NA,62.226457,22.1,NA
20140325,5.57,30.797554,32.076613,31.213454,NA,58.450001,129.209409,8.225999,10.87,17.99,15.2,NA,18.995425,26.983814,30.546524,36.899488,36.984429,48.864234,NA,28.999999,36.973356,27.18,27.576958,4.09,13.8713,45.619999,23.809999,24.677016,17.6,38.200001,80.561116,15.784272,6.3,9.13,4.39,96.723758,19.539479,3.7,20.06333,39.09,20.38138,21.18,33.404231,138.59123,35.290001,NA,61.933811,21.93,NA
20140326,5.52,30.538266,31.64248,30.878038,NA,57.130001,128.274504,8.225999,10.53,17.440001,14.01,NA,18.409637,25.493429,30.427045,37.097023,37.138531,48.684622,NA,28.499999,36.074367,26.34,27.134187,3.96,13.435212,45.43,22.9,24.386478,17.91,36.75,80.030605,15.904833,6.11,9.13,4.23,95.928368,19.411576,3.43,19.77667,37.330002,20.38138,20.280001,32.965752,133.383867,34.029999,NA,60.012096,22.709999,NA
20140327,5.46,30.432632,31.247813,30.552487,NA,58.560001,128.03355,8.225999,10.25,17.6,14.25,NA,18.271418,25.258105,30.118394,37.472337,37.032585,48.835875,NA,25.999999,36.189131,25.77,27.153437,3.83,13.657895,44.82,23.01,24.622873,19.77,36.310001,76.008339,15.329849,6.06,9.14,4.1,95.830165,19.637864,3.31,19.48333,38.189999,20.044824,20.110001,32.826233,127.351673,33.029999,NA,56.617394,22.35,NA
20140328,5.47,30.36541,31.188613,30.305857,13.98,59.07,129.344342,8.225999,10.55,17.92,14.66,NA,18.073959,24.94434,30.108438,37.393325,36.897747,48.193049,NA,25.999999,37.08812,25.700001,27.086059,3.87,13.750679,44.529999,22.65,24.745798,20.02,34.279999,76.017979,15.079451,6,9.23,4.06,96.124758,19.578833,3.18,19.5,36.619999,20.242799,19.77,33.872609,129.408785,33.299999,NA,57.066118,22.34,NA
20140331,5.63,30.816761,31.543813,30.700466,13.65,59.150002,130.751523,8.225999,10.81,18.09,15.04,NA,18.343815,25.444404,30.108438,38.400752,37.090371,48.59009,NA,27.499999,36.820337,26.040001,27.663587,3.96,14.177489,45.119999,24.33,24.944368,21.809999,34.5,76.895744,15.033081,6.16,9.6,4.43,97.273658,19.765767,3.29,19.73,37.91,20.2329,20.42,34.032057,131.744152,34.400002,NA,56.500333,23.049999,NA
20140401,5.67,31.700256,32.599551,31.617927,14.06,58.380001,131.59004,8.225999,11.07,18.26,15.22,NA,18.85062,25.434598,30.277698,39.072371,37.051848,49.25182,NA,26.999999,36.9351,26.200001,27.90069,3.95,14.789867,45.98,25.1,25.114573,22.110001,33.869999,76.72212,15.496778,6.38,9.44,4.59,97.293301,20.562694,3.32,20.15333,38.889999,20.480367,21.040001,34.39081,132.628607,35.139999,NA,56.997834,23.9,NA
20140402,5.69,31.508194,33.142218,32.081592,15.61,58.189999,131.079217,6.566971,11.07,18.459999,14.7,NA,18.771638,25.454207,30.944783,39.19089,37.157794,50.424034,NA,25.999999,38.283585,26,27.852302,3.87,15.13317,45.98,24.379999,25.303689,21.309999,38.330002,77.156175,15.394766,6.53,9.23,4.76,97.037988,20.474146,3.23,20.379999,38.470001,20.569455,21.15,35.377393,136.891875,35.290001,NA,57.768472,24.08,NA
20140403,5.64,31.55621,33.29022,32.318354,14.15,56.459999,131.214151,6.566971,10.99,18.440001,14.7,NA,18.29774,24.993365,31.044349,38.815573,37.225213,50.575287,NA,25.999999,37.49936,25.969999,27.968433,3.97,15.439359,45.970001,23.059999,25.133485,19.969999,37.16,76.538849,15.506053,6.36,9.19,4.65,97.195106,20.552855,3.16,20.146669,37.740002,20.034925,21.01,35.467082,132.797546,34.369999,NA,57.222196,23.68,NA
20140404,5.39,30.643902,32.431815,31.756039,13.06,55.34,130.944284,6.566971,10.68,17.91,14.16,NA,17.567145,24.561937,30.646089,37.482215,37.20595,49.346356,NA,25.499999,37.155066,25.110001,27.387773,3.89,15.949676,44.630001,21.35,24.878178,18.67,35.959999,75.371717,15.162917,6.14,8.58,4.55,96.615742,19.972377,3.02,19.51667,36.279999,19.916142,20.09,34.360915,130.601307,32.290001,NA,56.597884,23.1,NA
20140407,5.4,30.519061,31.573414,30.759656,12.99,53.080002,129.537103,6.843477,10.36,17.969999,13.82,NA,17.066927,24.375641,30.35735,38.943972,36.762905,47.852728,NA,24.999999,36.026546,24.120001,27.242609,4.04,15.810499,42.959999,20.690001,25.133485,17.639999,36.369999,76.085499,14.949617,6.16,8.46,4.57,95.849808,19.677219,3.01,19.01333,37.43,19.233133,19.530001,33.852678,126.35791,30.91,NA,55.915041,21.629999,NA
20140408,5.47,30.557473,31.928615,31.22332,13.01,52.950001,129.961185,6.843477,10.95,18.02,13.76,NA,17.198561,24.454082,30.596306,40.030411,36.23318,46.415823,NA,24.999999,35.510108,23.809999,27.649071,4.19,15.754827,42.639999,20.99,25.246955,17.940001,36.009998,75.516404,14.921794,6.22,8.58,4.71,96.026563,19.716575,3.05,19.15,36.959999,19.539991,19.58,34.032057,126.069716,31.35,NA,58.334253,22.209999,NA
20140409,5.59,30.586283,32.678482,31.864556,12.97,54.68,130.925003,6.843477,10.99,18.469999,13.87,NA,17.567145,25.77778,30.586349,40.869936,36.242814,47.862184,NA,24.999999,35.682255,24.58,27.668426,4.42,16.042461,44.169998,21.950001,25.209131,18.799999,37.830002,76.609713,14.791958,6.29,8.79,4.79,97.332581,19.903507,3.18,19.353331,38.48,19.638979,19.85,34.420709,126.14922,31.99,NA,61.250968,22.450001,NA
20140410,5.41,29.280244,31.997682,31.114804,13.08,48.779999,129.122669,6.843477,10.58,18.049999,13.33,NA,17.093247,25.052196,30.108438,38.845206,35.886451,44.761491,NA,25.499999,34.429406,23.940001,27.329708,4.59,15.643486,42.580002,20.040001,24.849812,17.59,36.709999,74.999033,13.97585,6,8.41,4.64,96.812132,19.431254,3,19.129999,36.93,19.183638,19.059999,33.6434,121.637501,30.43,14.01,62.109396,21.950001,NA
20140411,5.38,29.03056,31.484613,30.591948,12.94,48.07,127.599835,6.843477,10.23,17.879999,13.56,NA,16.89579,24.738431,30.098481,39.813126,35.867077,44.313208,NA,23.999999,34.18075,23.66,26.37162,4.68,15.040385,42.209999,19.040001,24.575593,18.059999,36.540001,75.252832,13.910933,5.96,8.35,4.54,97.519149,19.165611,2.88,18.73333,35.189999,18.847085,19,33.224853,122.790271,29.52,13,63.319007,21.389999,NA
20140414,5.49,29.193814,31.46488,30.67087,12.85,46.259998,128.332331,6.774346,10.38,17.950001,14.12,NA,17.356527,24.444276,30.337436,38.548901,36.564655,44.666113,NA,22.999999,34.190313,23.98,26.255487,4.66,14.817703,42.43,17.82,24.774166,17.540001,37.16,75.965438,13.846015,6,8.41,4.48,97.715547,19.568994,2.74,18.84667,35.869999,19.045058,19.25,33.344437,121.726937,29.26,13.6,66.47959,20.27,NA
20140415,5.57,29.097782,31.228079,30.355184,12.6,47.310001,129.238322,6.774346,10.28,17.35,14.47,NA,17.040595,24.993365,29.122745,37.926669,36.787492,45.648519,NA,22.999999,34.142495,24.27,26.100645,4.76,14.743475,41.66,18.360001,24.774166,17.82,34.5,77.039222,13.818193,6.06,8.45,4.45,98.304726,19.854315,2.61,19.053329,35.119999,18.87678,19.610001,33.743057,122.910787,29.16,13.39,66.040616,20.940001,NA
20140416,5.7,29.357069,31.84968,30.897769,12.52,48.790001,131.821361,6.774346,10.45,17.34,15.02,NA,17.270959,25.30713,29.710178,38.13408,37.184723,45.896503,NA,22.999999,34.257258,24.48,26.400654,4.96,14.743475,41.98,19.280001,25.350967,17.639999,37.799999,77.224696,14.105686,6.01,8.61,4.58,99.542007,20.926723,2.79,19.200001,35.34,19.252931,20.549999,34.221399,125.606765,31.049999,13.2,65.016357,21,NA
20140417,5.66,29.971675,32.086482,31.262781,13.06,48.169998,132.746618,6.774346,10.71,17.32,14.74,NA,17.57373,26.258232,29.282049,38.687175,37.717594,46.306634,NA,22.499999,34.065983,24.639999,26.797437,5.15,15.829055,41.389999,19.440001,25.568452,17.84,38.41,77.019702,14.569384,6.14,9.01,4.74,99.119761,21.113656,2.83,19.24333,34.619999,19.490499,20.969999,34.769499,125.338158,31.469999,13.01,66.645422,21.92,NA
20140421,5.73,29.798819,32.155549,31.272647,13.1,49.060001,133.604415,6.359596,10.71,17.309999,14.27,NA,17.751442,25.924857,29.750003,38.98348,37.504444,47.145973,NA,22.999999,34.257258,24.950001,26.729694,5.48,14.715639,41.540001,19.92,25.341511,17.84,36.369999,77.810396,14.801233,6.14,9.26,4.72,98.9921,21.320267,2.84,19.16667,35.09,19.490499,21.23,34.749567,126.969672,31.129999,14.14,70.479095,22.34,NA
20140422,5.77,30.298185,32.362748,31.558736,14.17,52.099998,133.86465,6.359596,10.97,17.309999,14.25,NA,18.100281,26.091544,29.998916,38.726683,37.397869,47.699171,NA,22.499999,35.46229,25.459999,26.932924,5.02,15.894003,41.810001,21.049999,25.530628,18.200001,35.009998,77.742065,14.958889,6.33,9.28,4.87,99.217956,21.418654,3.08,19.693331,35.77,19.69837,22.01,34.809361,126.084278,31.719999,15.25,70.67419,22.6,NA
20140423,5.74,30.173344,32.283817,31.469949,14.395,50.48,132.99722,6.359596,11.05,17.15,13.54,NA,18.245086,25.954271,29.451309,38.825452,37.397869,47.823165,NA,22,35.653561,25.299999,26.661949,5.23,15.699157,40.209999,20.139999,25.256409,18.16,33.419998,77.224696,14.615754,6.31,9.16,4.75,99.650024,21.418654,3.08,19.726669,35.25,19.431105,21.67,34.44064,126.681172,31.299999,15.01,70.430317,22.469999,NA
20140424,5.75,29.453102,32.441684,31.598196,14.7,51.439999,131.705693,6.359596,10.61,17.139999,12.84,NA,18.896696,26.013103,29.75996,38.321736,37.233165,47.041055,NA,25.999999,35.797018,25.08,26.468397,5.34,15.708435,40.220001,20.549999,25.417158,18.030001,31.85,76.49257,14.689945,6.14,9.06,4.84,100.278482,21.251397,2.91,19.43667,34.990002,19.371714,21.459999,34.410741,124.840745,30.02,15.98,71.581395,22.389999,NA
20140425,5.6,28.636827,32.204882,31.351568,14.86,49.639999,131.618953,6.359596,9.94,16.98,12.75,NA,18.705825,25.801694,28.545268,38.509397,36.845621,46.869372,NA,23.999999,35.022356,24.690001,26.081291,5.19,15.253791,41.290001,19.32,25.388792,17.24,32.5,76.560901,14.031494,5.94,8.7,4.78,99.758033,22.068002,2.73,18.933331,33.459999,19.262828,21.200001,33.693231,123.268925,29.23,15.69,69.962087,21.870001,NA
20140428,5.49,28.531191,31.356347,30.611679,15.02,49.259998,132.264709,6.359596,9.81,17.25,12.87,NA,18.640001,25.192051,29.142658,40.316838,37.175033,48.519433,NA,25.999999,35.098867,24,26.226455,5.32,14.808424,41.869999,19.15,25.540084,17.540001,32.419998,77.185649,13.910933,5.95,8.62,4.97,99.610744,21.920423,2.73,18.84667,33.970001,19.134146,20.219999,33.802848,122.025392,28.639999,15.94,71.522868,21.889999,NA
20140429,5.46,28.214285,31.583279,30.868174,14.98,44.799999,132.573138,6.359596,9.82,17.1,13.08,NA,18.403052,25.074055,28.983355,40.15881,37.33974,48.99633,NA,24.499999,35.242321,23.969999,26.216778,5.24,14.934673,42.290001,19.91,25.54954,17.83,33.700001,77.781112,13.614167,5.88,8.53,5.36,100.74,21.822037,2.7,18.73667,35.099998,19.490499,20.34,33.892537,123.268925,28.51,16,70.71321,21.59,NA
20140430,5.45,28.319921,31.593148,30.897769,14.92,47.34,134.057411,6.359596,9.7,17.129999,13.09,NA,18.659747,25.467373,29.341787,40.109427,37.533512,49.673525,NA,23.499999,35.156247,23.690001,26.216778,5.46,15.000135,42.02,20.129999,25.653552,18.43,34.349998,78.308244,13.679084,6.13,8.4,5.64,100.474873,21.526877,2.85,19.049999,35.450001,19.807256,20.379999,33.743057,123.925507,28.24,18.450001,70.293749,21.620001,NA
20140501,5.46,28.61945,32.03715,31.262781,15.34,49.639999,135.715179,6.359596,9.6,17.27,13.04,NA,18.653162,25.162552,29.461266,40.544002,37.465689,49.225241,NA,24.999999,36.189131,22.66,25.994192,5.28,14.878562,41.459999,20.120001,25.710288,17.879999,34.16,77.937295,13.492084,6.01,7.77,5.7,100.170465,21.418654,2.78,18.67,35.900002,19.767661,21.639999,33.872609,122.990367,28.75,20.07,66.547874,21.75,NA
20140502,5.6,28.947963,32.086482,31.351568,15.18,48.490002,135.050142,6.359596,9.74,17.450001,12.4,NA,19.021757,25.182218,30.257785,40.731663,37.359118,48.81511,NA,24.499999,36.49517,22.709999,26.303877,5.42,15.056245,44.98,19.59,25.691376,17.559999,33.700001,77.468739,13.604284,6.03,7.99,5.57,100.219559,21.999132,2.69,18.65,32.389999,19.737966,21.950001,33.882573,123.109749,28.610001,20.01,66.78199,22,NA
20140505,5.59,29.247493,32.382482,31.568602,15.15,48.09,135.522418,6.359596,9.99,17.42,12.27,NA,20.779131,25.418209,30.158221,40.198318,37.630396,48.986793,NA,23.499999,36.485608,22.23,26.284521,5.42,14.859859,44.189999,20.209999,25.606274,17.73,33.369999,77.117317,13.501433,6.03,7.92,5.73,100.357034,23.101055,2.81,18.25,31.73,19.223234,21.42,33.812815,123.696693,28.23,20,68.186697,22.790001,NA
20140506,5.5,28.861005,31.977948,31.233185,14.85,50.5,134.250171,6.359596,9.51,17.120001,11.66,NA,20.226248,24.975725,30.656046,39.585961,37.378495,48.557586,NA,22.499999,35.232759,21.99,25.849025,5.38,14.336163,43.84,19.16,25.48335,17.129999,31.17,76.853755,13.351833,5.96,8.2,5.47,100.042805,22.845251,2.64,18.01,31.870001,19.114348,20.77,33.414195,121.975648,27.629999,20,67.308755,22.65,NA
20140507,5.55,29.218506,31.691813,30.97669,12.5,49.110001,136.03324,6.359596,8.81,17.15,11.52,NA,20.213077,25.113388,31.352999,39.714356,37.485066,50.350717,NA,22.499999,34.123367,21.469999,26.032901,5.49,14.298756,42.599998,18.51,25.889947,17.299999,32.689999,76.346143,13.267683,6.14,8,5.5,101.309543,23.34702,2.7,17.940001,30.75,20.797124,19.790001,33.862642,121.179784,26.66,19.959999,65.269986,22.040001,NA
20140508,5.5,29.112221,33.763821,33.028649,12.09,47.68,135.734459,6.359596,8.48,17.049999,11.56,NA,19.877399,24.867564,31.591955,39.437809,37.523822,49.74029,NA,22,34.429406,20.870001,25.62644,5.56,14.298756,41.709999,18.059999,25.880493,16.870001,32.099998,76.95137,13.258333,6.02,8.03,5.16,100.278482,22.638641,2.52,17.616671,29.690001,20.589251,19.08,33.982226,118.623081,26.65,19.370001,64.382287,21.49,NA
20140509,5.63,29.730603,33.694754,32.999055,10.93,47.639999,136.226001,6.359596,8.22,17.1,12.12,NA,20.239409,25.093721,32.030039,40.119302,37.775726,49.845204,NA,22,35.605743,21.59,25.926448,5.34,14.523197,42.209999,18.52,26.230356,17.25,31.870001,76.863511,13.520134,6.12,8,5.29,100.808745,18.75239,2.79,17.896669,30.17,20.579354,18.950001,34.091847,119.309513,26.73,19.23,64.294497,22.780001,NA
20140512,5.87,30.696824,34.720887,33.877056,10.77,48.630001,137.652462,6.359596,8.73,17.290001,12.2,NA,21.022653,26.234345,33.155124,41.027964,38.047005,49.950122,NA,23.999999,36.657755,21.92,26.613561,5.3,14.925321,43.029999,19.42,26.428929,20.040001,32.650002,77.302792,13.716484,6.31,8.28,5.67,101.113153,18.240783,2.95,18.64333,30.67,20.460569,19.639999,34.839257,121.716991,28.049999,19.15,64.811505,23.549999,NA
20140513,5.55,29.923846,34.434756,33.610695,13.35,49.959999,137.276559,6.428718,8.58,17.27,11.85,NA,20.436867,25.634534,32.587604,44.010739,38.424859,49.787979,NA,24.999999,36.954228,21.549999,26.294199,5.28,14.70088,43.060001,18.84,26.126342,18.950001,32.740002,77.781112,13.314433,6.2,8.27,5.71,101.584493,18.103041,2.89,18.4,30.35,20.292291,19.290001,34.59012,121.766735,27.639999,19.5,64.655423,23.01,NA
20140514,5.55,29.179858,33.823018,33.008918,13.67,49.32,136.476603,6.428718,8.43,16.92,12.03,NA,19.818163,24.906895,32.338692,43.131706,38.68645,50.427019,NA,25.499999,36.562116,21.549999,25.636118,5.1,14.336163,42.91,18.870001,25.767023,19.08,31.75,76.97089,13.005882,5.96,8.16,5.27,100.848017,17.581596,2.7,17.860001,30.129999,20.074521,18.82,33.912468,120.324233,27.139999,19.370001,63.679934,22.190001,NA
20140515,5.57,28.889991,33.566486,32.811614,13.46,47.830002,135.879026,6.428718,7.91,16.82,12.24,NA,19.666782,24.739734,32.079825,42.874913,38.017941,50.255336,NA,23.999999,35.443162,21.200001,25.413532,4.71,14.345515,42.990002,19.700001,25.568452,19.93,31.559999,76.551138,12.837582,5.93,8.17,5.16,100.445415,17.18805,2.69,17.773331,30.290001,19.876547,18.34,33.58361,119.210032,21.440001,18.950001,62.997094,22.219999,NA
20140516,5.6,29.228168,33.615819,32.752425,13.5,48.369999,136.023607,6.428718,8.25,16.82,11.83,NA,19.930062,24.405413,32.249083,43.03294,37.843546,50.484247,NA,22,36.34215,21.5,25.655473,4.68,14.102371,42.57,19.049999,26.097976,21.25,31.98,77.634685,13.174183,5.96,8.22,5.26,100.612347,16.794506,2.67,17.92333,30.969999,20.143811,18.209999,34.051984,120.921135,20.610001,18.76,64.791991,22.040001,NA
20140519,5.64,29.682291,33.665151,32.831344,13.55,49.259998,136.544062,6.428718,7.97,16.809999,11.25,NA,20.061697,24.434913,31.970303,43.052694,38.395794,51.609723,NA,22,36.590806,21.950001,25.907093,4.75,14.074316,42.419998,19.200001,25.956139,22.27,31.52,77.663969,13.258333,6.03,8.69,5.51,101.014957,18.280137,2.76,18.24333,30.950001,20.569455,18.540001,34.44064,121.368803,21.51,18.26,64.479835,22.27,NA
20140520,5.54,29.083236,33.635553,32.811614,13.4,49.32,135.156163,6.428718,7.88,16.629999,10.8,NA,19.317943,23.825268,31.810999,41.729211,38.308597,51.066062,NA,22.499999,35.54836,21.049999,25.345789,4.87,13.831171,41.91,19.040001,25.757567,22.709999,31.76,76.531618,12.996532,5.89,8.42,5.36,100.818559,17.611111,2.75,17.773331,30.200001,20.618948,18.33,33.982226,119.926308,21.17,18.879999,62.948317,22.33,NA
20140521,5.56,28.822356,34.08942,33.265415,13.58,50.779999,136.402278,6.428718,8.01,16.620001,10.65,NA,19.818163,23.815435,32.308824,41.274882,38.327974,50.808537,NA,23.499999,35.223197,20.879999,25.365143,5.03,14.046261,42.360001,19.219999,25.691376,22.610001,29.43,77.478502,13.052633,5.99,8.34,5.37,101.230984,17.394662,2.72,17.75333,30.77,20.658543,18.49,34.171572,121.925904,21.25,18.82,63.621407,22.52,NA
20140522,5.56,29.063911,34.069686,33.176628,13.34,55.02,136.062867,5.806583,7.33,16.76,10.63,NA,20.015621,23.835101,32.71704,41.116855,38.415172,51.151903,NA,23.499999,35.577053,21.4,25.539341,5.18,13.905985,42.439999,19.57,25.68192,22.51,31.23,77.55659,13.333133,5.98,8.37,5.47,101.083695,17.18805,2.88,17.706671,32.119999,20.321988,18.889999,34.201468,123.060005,21.83,18.76,62.19719,22.91,NA
20140523,5.64,29.421413,34.484089,33.581101,13.28,54.400002,136.867745,5.806583,7.25,16.709999,10.64,NA,20.588248,24.189089,32.786735,41.24525,38.366726,51.457116,NA,23.499999,35.538798,21.1,26.37162,5.11,14.093019,43.150002,19.799999,25.965593,22.549999,30.66,77.888491,13.959585,6.04,8.46,5.59,101.054237,17.335631,2.83,18.01667,32.119999,20.470468,19.26,35.13822,124.005094,22.5,18.49,62.587391,23.33,NA
20140526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140527,5.68,29.576008,34.316353,33.354202,13.63,56.639999,137.158667,5.806583,7.52,16.790001,11.01,NA,20.871273,24.42508,32.766822,41.630445,38.347352,51.495269,NA,22.999999,35.060611,21.530001,26.594206,5.16,14.841155,44.68,20.700001,26.28709,22.49,31,78.191101,14.277486,6.08,8.6,5.74,101.486297,17.266759,2.92,18.190001,33.48,20.371481,19.879999,35.327566,125.596815,22.92,18.5,62.967831,23.74,NA
20140528,5.62,29.508373,34.691288,33.699482,13.59,50.439999,137.14896,5.806583,7.68,16.700001,10.99,NA,20.647485,23.943265,32.497996,40.968702,38.434546,51.571571,NA,22.999999,33.587797,21.709999,26.323232,5.1,15.205872,43.669998,20.92,26.041241,22.889999,30.940001,77.683497,14.193336,6.2,8.63,5.7,101.211348,16.922409,2.86,18.18667,33.099998,20.124014,19.639999,35.18805,124.134419,22.870001,18.16,62.050869,22.59,NA
20140529,5.61,29.334453,35.036621,34.034899,14.24,51.369999,138.079908,5.806583,7.67,16.620001,11.43,NA,20.621163,23.933431,32.707081,41.462539,38.366726,51.533418,NA,22.999999,35.51967,21.969999,26.449041,5.17,15.308741,43,21.25,25.956139,24.440001,30.209999,78.503475,14.062435,6.06,8.84,5.55,101.682695,17.079827,2.78,18.309999,32.849998,20.539758,19.57,35.377393,124.920333,22.99,18.059999,62.811749,22.940001,NA
20140530,5.58,29.315128,34.937956,33.995437,14.44,50.650002,138.235068,5.806583,7.52,16.59,11.44,NA,20.535595,23.894099,32.697126,40.908123,38.763957,51.819559,NA,21.5,36.351713,22.799999,26.390976,5.02,15.093651,42.639999,20.65,26.08852,23.83,29.68,79.508927,13.987635,6.02,8.82,5.5,101.839806,17.148697,2.71,18.103331,32.880001,20.569455,19.32,35.407288,124.860646,22.73,17.85,61.891649,22.76,NA
20140602,5.6,29.624318,35.066224,34.15328,14.63,51.82,138.012034,5.806583,7.27,16.459999,11.14,NA,20.693561,24.090759,32.836517,41.373439,38.560498,51.647876,NA,22.999999,36.87772,22.889999,26.497429,4.84,15.084299,42.040001,20.450001,26.277636,24.5,30,79.333217,13.660384,5.92,8.49,5.34,101.672874,17.020794,2.78,17.793329,32.549999,20.411076,18.549999,35.417255,124.910382,22.459999,17.870001,61.676304,22.690001,NA
20140603,5.59,29.489048,34.918222,33.946112,13.85,50.419998,138.564773,5.875715,7.09,16.41,11,NA,20.213077,23.795771,33.305767,41.581345,38.579876,51.857708,NA,20.5,37.012309,23,26.023224,4.85,15.149762,47.98,20.16,26.277636,23.9,30,79.918924,13.576234,5.86,8.47,5.09,100.995314,16.863376,2.69,17.83667,33.290001,20.539758,18.309999,35.377393,124.2339,22.200001,17.969999,63.712276,22.299999,NA
20140604,5.59,29.063911,35.026756,34.054629,13.2,49.060001,137.953838,5.875715,6.8,16.870001,10.96,NA,20.206502,24.139923,33.644503,41.205131,38.512056,52.058007,NA,17,37.329559,22.91,25.655473,4.65,14.598011,47.200001,21.200001,26.381649,23.85,29.940001,81.461264,13.585584,5.91,8.36,5.23,102.281696,16.873215,2.71,17.81333,34,20.51996,18.370001,35.427219,124.2339,22.200001,17.57,62.684506,23.219999,NA
20140605,5.74,30.493917,35.608891,34.626808,13.72,49.400002,139.359959,5.875715,6.91,17.790001,11,NA,21.187205,25.939355,33.81387,41.719949,38.8996,52.744735,NA,17,37.781395,23.33,26.120001,5.23,14.663473,46.93,21.700001,26.816616,24.530001,30.23,81.588171,13.800635,6.06,8.57,5.31,102.625383,16.951924,2.84,18.09333,34.959999,20.500163,18.92,35.99525,127.357662,21.959999,18.290001,65.258835,23.99,NA
20140606,5.73,30.532566,35.559558,34.597214,14.04,50.23,140.261801,5.875715,6.97,17.790001,11.21,NA,21.799324,26.588332,34.112758,43.105995,38.802712,52.553976,NA,17.5,37.983279,23.389999,26.420007,5.28,15.046893,46.290001,21.99,26.778792,24.889999,30.719999,81.53936,13.931534,6.16,8.42,5.3,103.027985,17.315953,2.88,18.43,35.450001,20.708036,19.209999,36.284249,130.143178,22.290001,18.83,65.435026,23.719999,NA
20140609,5.84,30.793446,35.72729,34.883305,13.71,50.16,140.921226,5.737462,6.98,17.73,11.88,NA,22.115256,26.88332,34.531195,43.66041,38.880222,51.352199,NA,17,38.954254,23.4,26.197422,5.35,15.280686,46.439999,22.93,26.476207,23.620001,32.200001,82.251966,14.034385,6.26,8.51,5.25,103.096723,17.512725,4.25,18.68,35.560001,21.074288,19.57,36.383903,131.933853,21.91,19.35,67.324175,23.809999,NA
20140610,5.65,30.455269,35.599026,34.577483,13.195,49.279999,140.581814,5.737462,6.85,17.700001,12.08,NA,21.712206,27.060314,34.541156,43.115894,39.267763,51.476193,NA,16,38.906186,23.139999,26.120001,5.23,15.430313,45.740002,23.1,26.126342,23.48,33.700001,81.646739,13.959585,6.32,8.5,5.22,103.086909,17.216568,7.79,18.85667,34.349998,21.232666,19.440001,36.363975,130.471458,21.43,19.469999,69.262269,23.18,NA
20140611,5.62,30.271686,35.63849,34.547889,14.09,49.900002,140.038767,5.530077,7.05,17.41,11.89,NA,21.447903,26.548999,34.511269,42.63078,38.75427,51.724177,NA,16,39.483,22.92,26.032901,5.14,15.411609,44.860001,22.799999,26.15471,24.139999,32.650002,80.963424,13.838035,6.29,8.67,5.06,102.320968,16.930283,7.29,18.863331,34.810001,21.262361,19.26,36.114838,130.441614,21.34,19.32,70.47602,23.16,NA
20140612,5.61,29.952834,34.937956,33.847461,13.96,48.880001,138.739332,5.530077,6.93,17.209999,12.05,NA,21.26289,26.971817,34.082867,42.66048,38.570189,51.180516,NA,16,39.473388,23.030001,25.849025,5.17,15.261982,45.450001,23.030001,26.107432,24.09,34.240002,80.455812,13.669734,6.22,8.79,4.98,101.879086,17.127721,6.83,18.74667,35.459999,21.103983,19.700001,35.79594,127.556624,20.879999,19.65,73.432095,22.639999,NA
20140613,5.65,29.798238,35.04649,33.926381,14.01,49.32,139.020547,5.530077,7.09,17.15,12.41,NA,21.044843,27.070147,34.023092,42.759481,38.550811,51.657412,34.743944,16.5,40.098269,22.950001,25.607084,5.14,15.486423,45.52,23.049999,26.381649,25.110001,33.880001,80.758429,13.492084,6.15,9.12,5,102.026382,17.029002,6.47,18.883329,35.110001,21.193071,19.77,35.925492,128.262942,20.93,18.719999,73.422312,21.77,NA
